音标,word,meaning,pos,例句,词组
/ˈdelɪkəsi/,delicacy,美味,n.,"The famous sushi restaurant is known for its seafood delicacy.
这家著名的寿司店因其海鲜佳肴而闻名。",be known for 因……而闻名
/ˈdeɪnti/,dainty,精致的,adj.,"She had very dainty fingers, making her play the piano with ease.
她拥有一双纤细的手指，使她能轻松地弹钢琴。","play the piano 弹钢琴
with ease 轻松地
make sb. do sth. 让某人做某事"
/ˈhɔːti/,haughty,傲慢的,adj.,"The actress walked onto the red carpet with a haughty expression, making it difficult for reporters to interview her.
她傲慢地走上红毯，令记者们难以进行采访。","walk onto 走上
with a haughty expression 带着傲慢的表情
make it difficult for 使……做……困难"
/ˌsʌbtəˈreɪniən/,subterranean,地下的,adj.,"The cave system was a subterranean wonder, hidden from view for millions of years.
洞穴系统是一个地下奇观，隐藏了数百万年不被看到。","be a subterranean wonder 是一个地下奇观
hide from view 隐藏不见
for millions of years 数百万年"
/ˌriːˈɔːdə(r)/,reorder,重新排序,v.,"The store asked me to reorder the items that were sold out quickly.
商店要求我重新订购那些很快售罄的商品。","ask to do sth. 要求做某事
reorder items 重新订购商品
sell out 售罄"
,introspection,内省,n.,"She spent a week at the mountain retreat to practice introspection and reconnect with herself.
她在山间静修一周，进行自省，重新找回自我。","spend a week 度过一周
at the mountain retreat 在山间隐居地
practice introspection 进行自省
reconnect with 重新连接"
/ˈnjuːɑːns/,nuance,细微差别,n.,"The actor's performance required a great deal of nuance to convey the character's conflicted emotions.
演员的表演需要细腻入微，才能传达角色内心的矛盾情绪。","require a great deal of 需要大量的
a great deal of 大量的
convey emotions 表达情绪"
/fɔːˈmæləti/,formality,正式手续,n.,"The wedding ceremony required a lot of formality to make the occasion feel more traditional.
婚礼需要许多正式的仪式，以使场合更显传统。","require a lot of formality 需要大量正式程序
make sth. feel 让某物感觉
feel more traditional 感觉更传统"
,carefree,无忧无虑的,adj.,"The children played in the park, enjoying a carefree afternoon.
孩子们在公园玩耍，享受了一个无忧无虑的下午。","play in the park 在公园玩耍
enjoy a carefree afternoon 享受一个无忧无虑的下午"
/dræb/,drab,单调的,adj.,"The old furniture has a very drab color that makes the room look uninviting.
旧家具的颜色十分单调，令房间看起来不吸引人。","have a drab color 颜色单调
make sth. look uninviting 使某物看起来不吸引人"
,contaminate,污染,v.,"The pesticides contaminated the nearby river, harming the aquatic life.
农药污染了附近的河流，危害了水生生物。","contaminate the river 污染河流
harm the aquatic life 危害水生生物"
/iˌɡælɪˈteəriən/,egalitarian,平等主义的,adj.,"The progressive movement aims to promote egalitarian social structures in the community.
进步运动旨在促进社区中的平等社会结构。","aim to promote egalitarian social structures 旨在促进平等社会结构
in the community 在社区中"
/ˈɡrændiəʊs/,grandiose,宏伟的,adj.,"The politician's campaign was marked by overly grandiose promises that ultimately fell short of reality.
这位政治人物的竞选活动以过于浮夸的承诺为特点，这些承诺最终未能兑现。","be marked by 以……为标志
fall short of 未能达到"
/ˈfəʊnəɡrɑːf/,phonograph,留声机,n.,"The phonograph was invented by Thomas Edison in 1877.
爱迪生在 1877 年发明了留声机。",be invented by 由……发明
,contestant,参赛者,n.,"The competition will accept contestants from all over the country.
竞赛将接受来自全国各地的参赛者。",accept contestants from 接受来自……的参赛者
,movable,可移动的,adj.,"A bookshelf is considered an example of a movable piece of furniture.
书架被认为是可移动家具的一个例子。","be considered 被认为是
an example of ……的一个例子
piece of furniture 一件家具"
/əˈfɑː(r)/,afar,遥远地,adv.,"They stood afar from the crowd to watch the concert more comfortably.
他们远离人群，以便更舒适地观赏音乐会。","stand afar from 远离...站立
watch the concert 观看音乐会"
/ɪˌpɪstəˈmɒlədʒi/,epistemology,认识论,n.,"Knowledge is a complex and multifaceted field, and epistemology is the branch of philosophy that focuses on the nature, sources, and limits of knowledge.
知识是一个复杂而多面的领域，认识论是哲学中专注于知识的本质、来源和限度的分支。",focus on 关注；聚焦于
,noodle,面条,n.,"I love eating Japanese ramen noodles on cold days.
我喜欢在寒冷的日子里吃日本拉面。","eat ramen noodles 吃拉面
on cold days 在寒冷的日子里"
/ɪnˈvɜːt/,invert,颠倒,v.,"The image was inverted to reveal the secret message.
这张图片被反转了，以揭示出秘密信息。","invert the image 反转图片
reveal the secret message 揭示秘密信息"
,divergent,分叉的,adj.,"The new technologies are causing human societies to diverge increasingly.
新技术正在导致人类社会逐渐分化。",cause to diverge 导致离散
/njuːˈtræləti/,neutrality,中立,n.,"The country's neutrality has allowed it to maintain good relationships with both sides.
该国的中立性使其能够与双方保持良好关系。","allow sb to do sth 允许某人做某事
maintain relationships with 与……保持关系"
/kəˈrɒləri/,corollary,必然结果,n.,"The discovery of penicillin led to the development of various antibiotics, a direct corollary of the breakthrough.
青霉素的发现促成了多种抗生素的发展，这是该突破的直接结果。","lead to 导致
discovery of 发现……
development of 发展……
corollary of ……的必然结果"
,amaze,使惊奇,v.,"The fireworks show was amazing.
烟火表演真是令人惊叹。",be amazing 令人惊叹的
,deduce,推断,v.,"She was able to deduce the location of the hidden document from the cryptic clues.
根据这些神秘的线索，她能够推断出隐藏文档的位置。","be able to 能够
deduce from 从……推断出"
,vibrant,充满活力的,adj.,"The painting's colors create a vibrant atmosphere in the room.
这幅画的颜色在房间里营造出一种充满活力的氛围。","create a vibrant atmosphere 创造生动的氛围
in the room 在房间里"
/ˈredʒɪmən/,regimen,养生法,n.,"The doctor recommended a strict regimen of exercise and diet to help her patient recover from the surgery.
医生建议严格遵守运动和饮食方案，以帮助她的病人从手术中恢复。","recommend a strict regimen 建议严格的计划
help sb. recover from 帮助某人从……中恢复
recover from surgery 从手术中恢复"
,indispensable,不可或缺的,adj.,"The chef couldn't manage without the skilled dishwasher, who was indispensable.
厨师没有这位熟练的洗碗工就无法管理，他是不可或缺的。","manage without 没有…也能处理
be indispensable 不可或缺的"
/ˌsuːpəˈstɪʃ(ə)n/,superstition,迷信,n.,"Many people still hold superstitions about the number 13 being unlucky.
许多人仍然迷信数字13是不吉利的。",hold superstitions about 对……迷信
/ɪkˈsentrɪk/,eccentric,古怪的,adj.,"She's a bit eccentric, known for wearing elaborate hats on ordinary days.
她有点古怪，以在平常日子里也戴精致帽子而闻名。","be eccentric 是古怪的
be known for 以……闻名
wear hats 戴帽子
on ordinary days 在平常日子里"
,dissatisfied,不满意的,adj.,"The manager was dissatisfied with the company's slow progress in meeting the sales targets.
经理对公司在实现销售目标方面的进展缓慢感到不满。","be dissatisfied with 对……感到不满
meet sales targets 达成销售目标
slow progress 缓慢进展"
/ˌpriːkənˈsiːvd/,preconceived,预想的,adj.,"She couldn't help but harbor preconceived notions about her new coworkers.
她对新同事抱有先入为主的看法。","cannot help but 忍不住
harbor preconceived notions 怀有先入为主的观念"
/ˈəʊmən/,omen,预兆,n.,"The dark cloud hovering above the mountain was considered an omen for an impending disaster.
悬在山上的乌云被视为即将到来的灾难的预兆。","hover above 悬停在……上方
be considered 被视为
omen for ……的预兆
impending disaster 即将到来的灾难"
,enlarged,放大的,adj.,"The enlarged picture on the screen made it easier to see the details.
屏幕上的放大图像使得看清楚细节更容易。","on the screen 在屏幕上
make it easier to 使得……更容易
see the details 看清细节"
,stressful,压力大的,adj.,"The exam is just around the corner, and I'm feeling so stressed.
考试马上就要开始了，我感到压力很大。","be around the corner 即将到来
feel stressed 感到压力大"
/əˈbaʊnd/,abound,大量存在,v.,"Wildflowers abound in the meadows.
野花繁盛地开在草地上。",abound in 大量存在于
,pest,害虫,n.,"The infestation of insects had made the garden a pest.
昆虫的侵扰使花园深受其害。",make the garden a pest 使花园成为害虫
/pɔːˈtreɪəl/,portrayal,描绘,n.,"The movie's portrayal of historical events was highly acclaimed.
影片对历史事件的描绘受到高度好评。","be highly acclaimed 受到高度好评
portrayal of 对……的描绘"
